https://www.youtube.com/watch?v=6YcMrLkEmAI,Nintenbro,Clairen,Kevorkian,Loxodont,Warped #5,Rivals 2,2024-04-28 16:00:04+00:00
https://www.youtube.com/watch?v=-lvxArCTxC8,BeatyBean,Ranno,CheesyPotato,Kragg,Warped #5,Rivals 2,2024-04-28 16:15:00+00:00
https://www.youtube.com/watch?v=E2zBqdgdvdw,Han-Solo Berger,Loxodont,Jut,Wrastor,Warped #5,Rivals 2,2024-04-28 16:30:04+00:00
https://www.youtube.com/watch?v=NJmIZ4dfjkM,Elu,Ranno,Switch,Maypul,Warped #5,Rivals 2,2024-04-28 16:45:00+00:00
https://www.youtube.com/watch?v=GpGpbo3Oxn0,SolarBeam,Loxodont,CheeseyPotato,Kragg,Warped #5,Pools - Winners Quarters,2024-04-28 17:00:08+00:00
https://www.youtube.com/watch?v=FwSzzofSjZc,Jut,Wrastor,Marcus,Fleet,Warped #5,Rivals 2,2024-04-28 17:15:00+00:00
https://www.youtube.com/watch?v=kAd-91fhQTw,Cherri,Fleet,Jut,Wrastor,Warped #5,Rivals 2,2024-04-28 17:45:03+00:00
https://www.youtube.com/watch?v=oiVHYg850cA,Jut,Wrastor,Switch,Maypul,Warped #5,Rivals 2,2024-04-28 18:00:30+00:00
https://www.youtube.com/watch?v=BHq5gFKZhKs,Cherri,Fleet,CheeseyPotato,Kragg,Warped #5,Rivals 2,2024-04-28 18:15:00+00:00
https://www.youtube.com/watch?v=RItntwQ4EhU,Cherri,Fleet,Jut,Wrastor,Warped #5,Rivals 2,2024-04-28 18:30:28+00:00
https://www.youtube.com/watch?v=dp8T8wrI2fk,Switch,Maypul,Jut,Wrastor,Warped #5,Rivals 2,2024-04-28 18:45:00+00:00
https://www.youtube.com/watch?v=MCfOwYGIZJM,Mystery Sol,Fleet,Riveriver,Zetterburn,Reign 12,Pools,2024-05-19 05:45:00+00:00
https://www.youtube.com/watch?v=TUcdUa6f8T4,EGG | Jed,Ranno,Albert,Wrastor,Reign 12,Pools,2024-05-19 06:00:12+00:00
https://www.youtube.com/watch?v=cU7Kob_GbXU,Albert,Wrastor,NNG | Evil Narduar,Loxodont,Reign 12,Pools,2024-05-19 06:30:19+00:00
https://www.youtube.com/watch?v=eKosPCOcC2Y,NNG | Evil Narduar,Loxodont,Riveriver,Zetterburn,Reign 12,Pools,2024-05-19 06:45:01+00:00
https://www.youtube.com/watch?v=aw-RWVBsvlE,GKO,Loxodont,Marshall,Kragg,Reign 12,Pools,2024-05-19 07:15:01+00:00
https://www.youtube.com/watch?v=RD3iOOD_bzk,Catosat,Zetterburn,Baguette Boy,Wrastor,Reign 12,Pools,2024-05-19 07:30:10+00:00
https://www.youtube.com/watch?v=ilhp6RSomNU,Kyb,Fleet,Catosat,Zetterburn,Reign 12,Pools,2024-05-19 08:00:32+00:00
https://www.youtube.com/watch?v=S68XdKatltQ,Soggurt,Kragg,Pikmon,Clairen,Reign 12,Pools,2024-05-19 08:15:02+00:00
https://www.youtube.com/watch?v=To-ZUsWkY9E,Pikmon,Clairen,Kyb,Fleet,Reign 12,Winners Semifinals,2024-05-19 09:00:31+00:00
https://www.youtube.com/watch?v=lZC4GQ3ROLw,Albert,Wrastor,Mystery Sol,Fleet,Reign 12,Winners Semifinals,2024-05-19 09:15:01+00:00
https://www.youtube.com/watch?v=Hk-TaVecZk4,Haze,Clairen,Soggurt,Kragg,Reign 12,Losers Eighths,2024-05-19 09:30:04+00:00
https://www.youtube.com/watch?v=Tx1FY0TTFSw,Pikmon,Clairen,Mystery Sol,Fleet,Reign 12,Winners Finals,2024-05-19 09:45:01+00:00
https://www.youtube.com/watch?v=ajHleQ58Pqk,Kyb,Fleet,Albert,Wrastor,Reign 12,Losers Semifinals,2024-05-19 10:00:02+00:00
https://www.youtube.com/watch?v=Y8eoCKtQAA8,Kyb,Fleet,Pikmon,Clairen,Reign 12,Losers Finals,2024-05-19 10:15:02+00:00
https://www.youtube.com/watch?v=GKWUh_Myz_g,Mystery Sol,Fleet,Pikmon,Clairen,Reign 12,Grand Finals,2024-05-19 10:30:07+00:00
https://www.youtube.com/watch?v=SCBzTbfdiWc,yc | Pip,Maypul,thewaffleman,Zetterburn,Chef&#39;s Choice #1,Winners Round 1,2024-07-06 14:00:21+00:00
https://www.youtube.com/watch?v=dK8Ut4xeJlo,Dizzle,Zetterburn,EXL | Prince Fluff,Loxodont,Chef&#39;s Choice #1,Winners Quarters,2024-07-06 14:30:15+00:00
https://www.youtube.com/watch?v=istJTgEXP08,yc | Pip,Maypul,RiDEL Castro,Loxodont,Chef&#39;s Choice #1,Winners Semis,2024-07-06 15:00:43+00:00
https://www.youtube.com/watch?v=61Yl2_0Gy2Q,Dizzle,Zetterburn,Winters,Maypul,Chef&#39;s Choice #1,Winners Semis,2024-07-06 15:15:00+00:00
https://www.youtube.com/watch?v=b3g3zuUXcO8,thewaffleman,Fleet,EXL | Prince Fluff,Loxodont,Chef&#39;s Choice #1,Losers Top 8,2024-07-06 15:30:10+00:00
https://www.youtube.com/watch?v=CsF2hPgtSTs,CyberHex,Clairen,OHNO | Rillabel,Loxodont,Chef&#39;s Choice #1,Losers Top 8,2024-07-06 15:45:00+00:00
https://www.youtube.com/watch?v=_lBb4jWGSew,yc | Pip,Maypul,EXL | Prince Fluff,Loxodont,Chef&#39;s Choice #1,Losers Quarters,2024-07-06 16:00:33+00:00
https://www.youtube.com/watch?v=ho9EcJkQOHk,Winters,Maypul,OHNO | Rillabel,Loxodont,Chef&#39;s Choice #1,Losers Quarters,2024-07-06 16:15:02+00:00
https://www.youtube.com/watch?v=cUOmJyeqerA,RiDEL Castro,Loxodont,Dizzle,Zetterburn,Chef&#39;s Choice #1,Winners Finals,2024-07-06 16:30:09+00:00
https://www.youtube.com/watch?v=bGTGMV7G_qk,yc | Pip,Maypul,Winters,Maypul,Chef&#39;s Choice #1,Losers Semis,2024-07-06 16:45:02+00:00
https://www.youtube.com/watch?v=cVzyYHJEMfI,Dizzle,Zetterburn,Winters,Maypul,Chef&#39;s Choice #1,Losers Finals,2024-07-06 17:00:22+00:00
https://www.youtube.com/watch?v=-6iinRHjgX8,RiDEL Castro,Loxodont,Winters,Maypul,Chef&#39;s Choice #1,Grand Finals,2024-07-06 17:15:00+00:00
https://www.youtube.com/watch?v=2F11ztF1DaI,firmiggio,Maypul,lilie,Maypul,Needles to Say 2,Winners Semis,2024-07-08 13:41:03+00:00
https://www.youtube.com/watch?v=SyVanHj6SXI,Lonke,Ranno,firmiggio,Maypul,Needles to Say 2,Winners Final,2024-07-08 13:41:14+00:00
https://www.youtube.com/watch?v=VULuv9Icb6g,lilie,Maypul,Solid,Zetterburn,Needles to Say 2,Losers Semis,2024-07-08 13:41:26+00:00
https://www.youtube.com/watch?v=idL3oFVVzdE,lilie,Maypul,firmiggio,Maypul,Needles to Say 2,Losers Final,2024-07-08 13:41:48+00:00
https://www.youtube.com/watch?v=LsFVDxt4joo,Lilie,Maypul,Lonke,Ranno,Needles to Say 2,Grand Final,2024-07-08 13:42:00+00:00
https://www.youtube.com/watch?v=d_ao4L34RiY,Anakin Skinwalker,Maypul,Riflip,Loxodont,Saturday Stadium 4 Golden,Winners Round 3,2024-07-24 22:06:14+00:00
https://www.youtube.com/watch?v=3ww5lt53_5M,Ateozc,Fleet,Lylak,Fleet,Saturday Stadium 4 Golden,Winners Round 2,2024-07-24 22:07:38+00:00
https://www.youtube.com/watch?v=cpjIC8IXDCI,Jamjust,Kragg,Arach-Knight,Wrastor,Saturday Stadium 4 Golden,Winners Round 3,2024-07-24 22:08:27+00:00
https://www.youtube.com/watch?v=jCga23Qx8ZI,Seth,Ranno,Brogan,Ranno,Saturday Stadium 4 Golden,Winners Semifinals,2024-07-24 22:08:57+00:00
https://www.youtube.com/watch?v=tOpSMu7SCMA,GREMLINMAN,Zetterburn,Seth,Ranno,Saturday Stadium 4 Golden,Losers Finals,2024-07-24 22:09:35+00:00
https://www.youtube.com/watch?v=VDfVdKz6T5s,Ploopy,Kragg,GREMLINMAN,Zetterburn,Saturday Stadium 4 Golden,Grand Finals,2024-07-24 22:10:22+00:00
https://www.youtube.com/watch?v=6q7l7bDS4gI,Ploopy,Kragg,Jamjust,Kragg,Saturday Stadium 4 Golden,Winners Quarters,2024-07-24 22:11:01+00:00
